Transcript stable ID version	UniProtKB/Swiss-Prot ID
ENST00000515560.1	Q15761
ENST00000340160.7	Q96SJ8
ENST00000545068.5	Q9UPW0
ENST00000539279.5	O95453
ENST00000647610.1	
ENST00000506953.1	Q15761
ENST00000361776.5	Q9UPW0
ENST00000519459.2	
ENST00000264033.6	P22681
ENST00000650116.1	
ENST00000651049.1	
ENST00000650960.1	
ENST00000651634.1	
ENST00000634586.1	
ENST00000634840.1	
ENST00000273067.5	Q9P2E8
ENST00000281182.8	Q9UKU7
ENST00000637974.1	
ENST00000457165.5	
ENST00000226798.9	Q14331
ENST00000634301.1	
ENST00000652501.1	
ENST00000651027.1	
ENST00000263269.3	O15399
ENST00000524583.5	
ENST00000296533.3	P25929
ENST00000651913.1	
ENST00000618923.2	
ENST00000563641.6	
ENST00000246174.6	Q6P1M9
ENST00000533157.5	
ENST00000648002.1	
ENST00000433608.6	Q8N841
ENST00000473968.5	
ENST00000509586.5	
ENST00000569444.5	
ENST00000531991.6	
ENST00000604957.1	Q6P1M9
ENST00000504391.5	
ENST00000477663.5	
ENST00000512819.1	
ENST00000507103.1	
ENST00000416950.5	
ENST00000538472.5	
ENST00000479502.1	
ENST00000504790.1	
ENST00000379361.5	Q96NR3
ENST00000372742.1	Q6P1M9
ENST00000308641.6	Q8WW27
ENST00000515701.1	
ENST00000456522.1	
ENST00000591895.5	
ENST00000562896.1	
ENST00000278317.11	P45378
ENST00000511901.1	
ENST00000264110.7	P15336
ENST00000393382.7	Q8N841
ENST00000496603.5	
ENST00000453458.5	
ENST00000366663.10	Q9H425
ENST00000376681.7	
ENST00000381557.6	
ENST00000505762.1	
ENST00000645635.1	
ENST00000424018.1	
ENST00000470540.5	Q9H425
ENST00000641145.1	
ENST00000427697.2	
ENST00000456415.1	
ENST00000589123.5	P08651
ENST00000477853.6	Q8N766
ENST00000452533.6	O00429
ENST00000301246.10	Q9GZP8
ENST00000345739.9	P15336
ENST00000523410.1	Q9H425
ENST00000381589.7	P45378
ENST00000526026.5	
ENST00000522201.1	
ENST00000375199.7	Q8N766
ENST00000522362.7	Q9UL42
ENST00000482918.5	Q2TAA2
ENST00000588605.5	Q9GZP8
ENST00000524426.5	
ENST00000381579.7	P45378
ENST00000375208.7	Q8N766
ENST00000395111.7	P08651
ENST00000381563.8	P45378
ENST00000374752.6	Q9UKU7
ENST00000527420.5	
ENST00000344578.8	P45378
ENST00000381558.6	P45378
ENST00000586919.5	P08651
ENST00000350030.8	P49321
ENST00000641119.1	P45378
ENST00000486405.1	
ENST00000641787.1	P45378
ENST00000486238.1	
ENST00000470768.5	
ENST00000397898.7	
ENST00000372052.8	
ENST00000341919.7	P08651
ENST00000641225.1	
ENST00000397301.5	P45378
ENST00000553257.5	O00429
ENST00000641089.1	
ENST00000397304.6	
ENST00000446240.1	
ENST00000590282.5	P08651
ENST00000371270.6	P10632
ENST00000443272.3	P08651
ENST00000475079.1	
ENST00000394635.7	
ENST00000361758.8	Q96PU8
ENST00000351223.7	P49321
ENST00000549701.6	O00429
ENST00000512148.5	
ENST00000429533.6	
ENST00000371579.7	Q9UHL4
ENST00000358214.9	
ENST00000510800.1	
ENST00000451342.5	
ENST00000332859.10	P55854
ENST00000470766.5	
ENST00000453779.6	Q96PU8
ENST00000531612.5	
ENST00000394634.6	P05156
ENST00000372663.9	Q96GR4
ENST00000397893.3	
ENST00000618244.4	
ENST00000534450.1	
ENST00000275262.11	Q96PU8
ENST00000411651.6	P55854
ENST00000372667.9	
ENST00000490994.6	
ENST00000473532.5	
ENST00000392127.6	Q96PU8
ENST00000362019.7	Q8N6R0
ENST00000463619.1	
ENST00000537798.5	P49321
ENST00000452105.5	
ENST00000629893.1	
ENST00000409437.5	
ENST00000406904.2	
ENST00000367737.9	Q8N6R0
ENST00000286186.11	Q92851
ENST00000409635.5	P15336
ENST00000497473.6	Q2TAA2
ENST00000525991.5	
ENST00000435004.6	
ENST00000243501.10	Q9BZM1
ENST00000266481.10	O00429
ENST00000341287.9	Q0P641
ENST00000472306.5	
ENST00000470914.5	Q2TAA2
ENST00000502283.1	
ENST00000428760.5	
ENST00000451346.5	
ENST00000449188.2	
ENST00000623108.3	
ENST00000428015.5	
ENST00000535898.5	P10632
ENST00000458416.2	Q7RTU5
ENST00000272879.9	Q92851
ENST00000507961.1	
ENST00000361752.8	Q96PU8
ENST00000539050.5	
ENST00000453017.5	
ENST00000438843.5	
ENST00000628935.1	
ENST00000361735.4	Q8N6R0
ENST00000423952.2	
ENST00000361195.6	Q96PU8
ENST00000376261.8	Q05329
ENST00000392544.5	P15336
ENST00000449053.1	
ENST00000374650.7	Q92851
ENST00000349748.8	P20807
ENST00000551643.5	
ENST00000417080.5	
ENST00000346817.9	Q92851
ENST00000497375.1	
ENST00000551476.5	
ENST00000340652.5	Q2TAL6
ENST00000259271.7	Q05329
ENST00000550154.5	
ENST00000267935.13	Q9H0A8
ENST00000313728.11	Q92851
ENST00000378061.7	Q6IV72
ENST00000492223.5	
ENST00000428517.2	
ENST00000430374.5	
ENST00000424802.7	Q96PU8
ENST00000567195.5	Q9H0A8
ENST00000302787.3	O95202
ENST00000648567.1	
ENST00000456655.5	
ENST00000448480.1	Q92851
ENST00000483014.1	
ENST00000545607.5	
ENST00000421438.5	
ENST00000481367.5	
ENST00000434676.6	
ENST00000429579.5	
ENST00000351760.11	
ENST00000415955.5	
ENST00000544436.5	
ENST00000413295.6	
ENST00000409499.5	P15336
ENST00000537041.5	
ENST00000547312.5	O00429
ENST00000600020.5	
ENST00000481688.1	
ENST00000537124.5	
ENST00000435231.6	
ENST00000254181.8	Q9HBJ7
ENST00000545346.1	
ENST00000419616.5	
ENST00000544823.5	
ENST00000600940.1	
ENST00000437522.5	
ENST00000495797.1	
ENST00000456303.6	
ENST00000304685.8	Q9NZL6
ENST00000409833.5	P15336
ENST00000598197.1	Q9HBJ7
ENST00000537883.5	
ENST00000360132.7	Q92851
ENST00000583104.5	
ENST00000380629.7	O60238
ENST00000360851.3	Q9NZL6
ENST00000564815.5	
ENST00000544361.1	
ENST00000382044.8	Q12888
ENST00000426833.7	P15336
ENST00000520077.5	
ENST00000562610.5	
ENST00000523949.5	
ENST00000338995.10	Q9H0A8
ENST00000546649.5	
ENST00000393229.4	Q96CW9
ENST00000263801.7	Q12888
ENST00000389060.8	
ENST00000432134.7	
ENST00000567720.5	
ENST00000523515.5	O60238
ENST00000269834.1	Q96PE6
ENST00000538946.5	
ENST00000316156.8	Q3KQU3
ENST00000397163.8	P20807
ENST00000520409.5	O60238
ENST00000381000.8	O00429
ENST00000291906.5	Q6P5Z2
ENST00000518611.5	O60238
ENST00000548750.5	
ENST00000480484.5	Q9H0A8
ENST00000358015.8	P54727
ENST00000372179.7	
ENST00000396418.7	P61925
ENST00000426851.6	Q8TD17
ENST00000453397.5	
ENST00000442587.1	
ENST00000373150.8	Q3KQU3
ENST00000546757.5	
ENST00000457811.1	
ENST00000352966.9	P61925
ENST00000280605.5	Q9H0I9
ENST00000411772.5	
ENST00000567377.5	
ENST00000382039.7	
ENST00000046087.7	Q9BS86
ENST00000562789.5	
ENST00000518467.1	P61925
ENST00000416373.6	P54727
ENST00000373151.6	Q3KQU3
ENST00000450115.6	Q12888
ENST00000547078.5	
ENST00000568301.1	
ENST00000419417.5	Q9BS86
ENST00000336838.10	Q3V6T2
ENST00000475153.6	Q8TD17
ENST00000373696.7	Q96QF7
ENST00000530729.1	
ENST00000434595.1	
ENST00000621561.4	A6NGB0
ENST00000373695.1	Q96QF7
ENST00000483892.5	Q8TD17
ENST00000536718.2	
ENST00000434561.1	
ENST00000545656.2	
ENST00000491174.1	Q8TD17
ENST00000450231.1	
ENST00000395952.8	O95870
ENST00000413331.1	
ENST00000530975.4	
ENST00000417342.1	
ENST00000467474.1	
ENST00000502986.2	Q6ZQW0
ENST00000414834.6	O00429
ENST00000297001.6	A4D263
ENST00000577809.6	Q9HAS0
ENST00000413546.1	
ENST00000582961.1	
ENST00000322893.12	Q8NCM2
ENST00000436346.7	Q3V6T2
ENST00000420622.6	Q8NCM2
ENST00000379349.5	
ENST00000324868.13	Q9Y2Z4
ENST00000263630.13	Q3V6T2
ENST00000394968.2	Q8NCM2
ENST00000357276.9	Q9NZC9
ENST00000270162.8	P57059
ENST00000548490.1	
ENST00000296452.5	Q9UPA5
ENST00000643413.1	Q3V6T2
ENST00000642200.1	Q3V6T2
ENST00000444508.5	
ENST00000563517.5	
ENST00000425815.5	
ENST00000580558.5	
ENST00000583774.5	
ENST00000644750.1	
ENST00000358207.9	Q9NZC9
ENST00000581747.5	
ENST00000413716.7	
ENST00000647547.1	
ENST00000434435.1	
ENST00000643375.1	
ENST00000371059.7	P48357
ENST00000379341.9	Q13162
ENST00000427645.5	
ENST00000373691.4	P49682
ENST00000583221.5	
ENST00000644512.1	
ENST00000392128.6	
ENST00000514921.5	Q5VWP3
ENST00000373693.4	P49682
ENST00000371060.7	P48357
ENST00000583334.5	
ENST00000647401.1	
ENST00000412913.1	
ENST00000379331.3	
ENST00000341441.9	Q5EB52
ENST00000527834.5	
ENST00000349533.10	P48357
ENST00000439422.1	
ENST00000412148.6	
ENST00000445153.1	
ENST00000416162.7	Q5EB52
ENST00000344726.9	Q15651
ENST00000444458.5	
ENST00000343846.7	Q5VX71
ENST00000504750.5	Q64ET8
ENST00000367963.8	Q6UVY6
ENST00000373166.8	O43617
ENST00000336749.3	Q6UVY6
ENST00000427521.6	Q5EB52
ENST00000371058.1	P48357
ENST00000443353.5	
ENST00000225805.8	
ENST00000352511.5	Q13705
ENST00000274897.9	Q5VWP3
ENST00000436490.5	
ENST00000378576.9	Q5EB52
ENST00000636797.2	
ENST00000275036.11	Q15651
ENST00000370877.6	
ENST00000344610.12	P48357
ENST00000373163.5	O43617
ENST00000636096.2	
ENST00000220812.3	Q9UBT3
ENST00000392401.3	
ENST00000646285.1	
ENST00000399874.6	
ENST00000616738.4	P48357
ENST00000509997.5	
ENST00000378763.1	Q64ET8
ENST00000373162.5	O43617
ENST00000620514.1	
ENST00000484758.6	
ENST00000647396.1	
ENST00000433159.5	
ENST00000421001.5	
ENST00000494793.6	
ENST00000460844.6	
ENST00000373159.1	
ENST00000642563.1	
ENST00000440235.6	Q06787
ENST00000370876.6	Q5VWP3
ENST00000617904.4	O43617
ENST00000608996.5	
ENST00000447836.6	
ENST00000643265.1	
ENST00000616074.4	
ENST00000511678.5	
ENST00000616614.4	
ENST00000616395.4	
ENST00000261867.5	O14863
ENST00000475108.5	
ENST00000503951.5	
ENST00000535490.2	A8MYA2
ENST00000223215.10	Q5EB52
ENST00000344029.6	Q5VX71
ENST00000644415.1	
ENST00000370477.5	
ENST00000645311.1	
ENST00000437945.6	
ENST00000257963.9	P36896
ENST00000371065.9	O15243
ENST00000617704.1	A6NLI5
ENST00000502396.6	Q5VWP3
ENST00000462132.6	Q5EB52
ENST00000368685.6	O95295
ENST00000366878.9	Q5VX71
ENST00000541224.5	P36896
ENST00000646796.1	Q3V6T2
ENST00000514433.1	
ENST00000437637.6	
ENST00000458161.2	
ENST00000426655.6	P36896
ENST00000488747.5	
ENST00000370565.5	Q9UQC9
ENST00000484243.1	
ENST00000647291.1	
ENST00000334557.10	
ENST00000536420.5	
ENST00000613538.1	
ENST00000463263.1	
ENST00000415850.6	P36896
ENST00000645860.1	
ENST00000542485.1	P36896
ENST00000393187.5	Q5EB52
ENST00000644825.1	
ENST00000521913.7	
ENST00000426576.6	
ENST00000542739.2	A8MYA2
ENST00000493789.6	
ENST00000439526.6	
ENST00000643440.1	
ENST00000592694.5	Q5BJH7
ENST00000456975.1	
ENST00000370475.8	Q06787
ENST00000311151.9	Q16555
ENST00000396650.6	Q9C002
ENST00000621447.1	
ENST00000511166.1	
ENST00000558435.5	
ENST00000371717.8	Q10713
ENST00000495717.5	
ENST00000357568.8	P20807
ENST00000282077.7	Q15118
ENST00000523027.1	Q16555
ENST00000260383.11	Q9UGJ1
ENST00000370470.5	Q06787
ENST00000413569.5	
ENST00000392571.6	Q15118
ENST00000564079.5	Q9UGJ1
ENST00000518804.5	
ENST00000344300.3	Q9C002
ENST00000475038.2	
ENST00000302040.5	Q8NGI9
ENST00000641361.1	Q8NGI9
ENST00000645477.1	
ENST00000554240.5	
ENST00000410055.5	Q15118
ENST00000456951.5	Q96PP4
ENST00000340553.8	P32314
ENST00000641673.1	Q8NGI9
ENST00000645072.1	
ENST00000463120.2	
ENST00000431718.5	
ENST00000610704.5	Q9UDV7
ENST00000356588.7	Q96PP4
ENST00000416991.5	
ENST00000616844.1	
ENST00000439519.1	
ENST00000554054.5	
ENST00000218200.12	Q06787
ENST00000443954.5	
ENST00000479907.1	Q9UDV7
ENST00000641045.1	Q8NGJ0
ENST00000561691.5	
ENST00000438346.1	
ENST00000380035.3	P84550
ENST00000476903.1	
ENST00000492084.5	
ENST00000302030.2	Q8NGJ0
ENST00000370471.7	Q06787
ENST00000563412.1	
ENST00000337679.12	Q5BJH7
ENST00000301732.10	Q99758
ENST00000673705.1	
ENST00000300127.2	Q8NGJ1
ENST00000254190.4	Q86X52
ENST00000341418.10	P84550
ENST00000621987.4	
ENST00000382381.7	
ENST00000530162.2	Q8NGI6
ENST00000621453.4	
ENST00000563147.5	
ENST00000397200.8	P20807
ENST00000543813.2	
ENST00000644630.1	
ENST00000392124.7	Q5BJH7
ENST00000495769.5	
ENST00000565548.1	
ENST00000569827.5	
ENST00000647098.1	
ENST00000313253.1	Q8NGI4
ENST00000440843.2	O95870
ENST00000566251.1	
ENST00000673646.1	
ENST00000339413.11	Q5BJH7
ENST00000567071.5	
ENST00000642890.1	
ENST00000592246.5	
ENST00000260129.6	Q96RS0
ENST00000263849.9	Q96GY0
ENST00000616382.4	
ENST00000647517.1	
ENST00000641278.1	Q8NGE8
ENST00000567910.1	Q99758
ENST00000327739.7	
ENST00000641962.1	Q8NGE8
ENST00000645031.1	
ENST00000361891.9	Q12905
ENST00000329420.12	Q5BJH7
ENST00000329328.3	Q8NGE8
ENST00000498420.5	
ENST00000523948.5	
ENST00000404473.6	
ENST00000644033.1	
ENST00000591784.5	Q5BJH7
ENST00000519307.1	
ENST00000645529.1	
ENST00000263094.11	Q8IZY2
ENST00000477462.5	
ENST00000644193.1	
ENST00000355264.8	Q9Y2T2
ENST00000482224.5	
ENST00000368684.8	
ENST00000591755.5	Q5BJH7
ENST00000399219.7	Q10713
ENST00000468037.1	
ENST00000645168.1	
ENST00000372745.1	Q9Y2T2
ENST00000522470.1	
ENST00000368681.1	
ENST00000588002.5	
ENST00000394005.3	Q6P461
ENST00000341686.7	Q6P461
ENST00000647341.1	
ENST00000615950.4	
ENST00000524850.5	
ENST00000397166.7	O94830
ENST00000531467.5	
ENST00000589247.1	
ENST00000375825.7	O95868
ENST00000444897.2	
ENST00000435683.7	Q8IZY2
ENST00000587039.1	
ENST00000375824.1	
ENST00000471947.2	
ENST00000530092.2	
ENST00000529442.7	
ENST00000587519.4	
ENST00000264335.13	P62258
ENST00000525073.6	
ENST00000323798.8	P13807
ENST00000412899.5	
ENST00000621814.4	
ENST00000399422.4	P0C7M7
ENST00000263851.9	P13232
ENST00000466227.6	
ENST00000591889.2	
ENST00000612569.1	
ENST00000263276.6	P13807
ENST00000518982.5	
ENST00000375832.4	Q5SQ64
ENST00000571732.5	P62258
ENST00000594220.1	
ENST00000573026.1	
ENST00000520269.5	P13232
ENST00000263665.6	Q9P232
ENST00000533100.5	
ENST00000624354.3	
ENST00000519154.5	
ENST00000590510.5	
ENST00000496706.1	
ENST00000308022.7	Q9H6X4
ENST00000520215.5	
ENST00000520317.1	
ENST00000573196.5	
ENST00000257663.4	Q9H2L4
ENST00000575977.1	
ENST00000503322.1	
ENST00000379113.6	
ENST00000541183.2	
ENST00000639719.1	
ENST00000409239.5	
ENST00000251241.9	Q8IX18
ENST00000545682.5	Q9H6X4
ENST00000450147.6	
ENST00000399142.3	
ENST00000535813.5	
ENST00000580218.5	
ENST00000383418.8	
ENST00000393877.3	Q9H6X4
ENST00000577596.5	
ENST00000425628.7	Q8IX18
ENST00000526237.5	
ENST00000541059.5	
ENST00000461287.1	
ENST00000508632.6	Q56VL3
ENST00000584385.5	
ENST00000536020.5	
ENST00000528358.5	
ENST00000580030.1	
ENST00000529642.1	
ENST00000532222.5	
ENST00000538926.2	
ENST00000379864.6	A6NNP5
ENST00000520272.6	O94830
ENST00000631852.1	
ENST00000633123.1	
ENST00000434581.7	Q96MH6
ENST00000527415.5	
ENST00000532106.1	
ENST00000631904.1	
ENST00000540133.1	
ENST00000334667.6	Q96MH6
ENST00000506800.5	
ENST00000634212.1	
ENST00000674093.1	
ENST00000446985.6	Q16832
ENST00000366875.5	Q8N715
ENST00000491049.6	A6NNP5
ENST00000633972.1	
ENST00000519784.5	
ENST00000569136.6	P20807
ENST00000273860.8	Q56VL3
ENST00000517576.5	
ENST00000671979.1	
ENST00000312457.2	Q8TDT2
ENST00000301244.12	O43291
ENST00000673936.1	
ENST00000634211.1	
ENST00000415555.5	
ENST00000517385.5	O94830
ENST00000381464.6	
ENST00000587090.5	
ENST00000523073.5	
ENST00000639487.1	
ENST00000673890.1	
ENST00000529845.5	
ENST00000398075.4	A4D2B0
ENST00000674149.1	
ENST00000510159.1	
ENST00000454580.7	O43291
ENST00000519780.5	
ENST00000673771.1	
ENST00000421390.1	
ENST00000367921.8	Q16832
ENST00000522090.5	
ENST00000337571.9	P20807
ENST00000526144.1	
ENST00000620187.4	Q56VL3
ENST00000587516.5	
ENST00000520061.5	
ENST00000673743.1	
ENST00000377184.7	
ENST00000528613.1	
ENST00000592007.1	
ENST00000438189.6	P57796
ENST00000673939.1	
ENST00000522030.1	
ENST00000367922.7	Q16832
ENST00000299853.10	Q9NVU0
ENST00000674146.1	
ENST00000523423.5	
ENST00000375499.8	P21912
ENST00000503173.5	A6NNP5
ENST00000564209.5	Q9NVU0
ENST00000590738.1	
ENST00000520414.5	
ENST00000674119.1	
ENST00000239860.10	A6NNP5
ENST00000565358.5	
ENST00000587334.1	
ENST00000521229.5	Q96MH6
ENST00000673692.1	
ENST00000522576.5	Q96MH6
ENST00000510088.5	A6NNP5
ENST00000418581.6	Q9NVU0
ENST00000325656.6	P57796
ENST00000329198.5	P52952
ENST00000491274.5	
ENST00000523180.5	
ENST00000219789.11	O14735
ENST00000379862.6	A6NNP5
ENST00000564883.5	
ENST00000409379.8	Q96HA7
ENST00000674052.1	
ENST00000617782.4	Q96MH6
ENST00000545777.1	
ENST00000463045.2	
ENST00000262932.5	Q8N129
ENST00000424406.2	P52952
ENST00000239859.8	A6NNP5
ENST00000617977.1	
ENST00000357365.8	Q96C92
ENST00000359210.8	Q9NVU0
ENST00000561817.5	
ENST00000522495.5	P14902
ENST00000674018.1	
ENST00000521848.1	P52952
ENST00000631914.1	
ENST00000517440.1	
ENST00000397204.9	P20807
ENST00000298537.11	Q96C92
ENST00000483756.5	
ENST00000561555.5	
ENST00000673886.1	
ENST00000587515.5	
ENST00000561494.5	
ENST00000674139.1	
ENST00000566113.5	O14735
ENST00000613741.1	
ENST00000673851.1	
ENST00000371725.7	Q96C92
ENST00000569956.5	O14735
ENST00000462193.2	
ENST00000673839.1	
ENST00000570016.5	O14735
ENST00000211998.9	P18206
ENST00000673978.1	
ENST00000591291.5	
ENST00000632049.1	
ENST00000563415.1	
ENST00000314970.11	Q96LW4
ENST00000563024.5	
ENST00000673987.1	
ENST00000417512.1	
ENST00000631584.1	
ENST00000269095.8	
ENST00000347262.8	Q96A00
ENST00000372755.7	P18206
ENST00000673928.1	
ENST00000522840.1	
ENST00000515774.5	
ENST00000674041.1	
ENST00000564296.5	
ENST00000301242.9	Q96A00
ENST00000371723.4	
ENST00000565559.5	
ENST00000461854.5	
ENST00000335870.7	Q9UDV6
ENST00000503752.5	Q96LW4
ENST00000446833.1	
ENST00000673750.1	
ENST00000591585.1	
ENST00000674011.1	
ENST00000512834.5	Q96LW4
ENST00000486371.1	
ENST00000600428.5	
ENST00000462724.1	
ENST00000674135.1	
ENST00000481584.1	
ENST00000509002.5	
ENST00000361170.7	Q86VI3
ENST00000488917.1	
ENST00000565274.5	
ENST00000434431.2	A6NEH6
ENST00000506278.5	
ENST00000515152.1	
ENST00000491900.1	
ENST00000564503.5	
ENST00000379881.8	Q9NX45
ENST00000508001.1	
ENST00000317764.6	Q9NX45
ENST00000394670.8	O43670
ENST00000464394.5	
ENST00000372088.8	Q9H7U1
ENST00000520305.5	Q14168
ENST00000562199.2	
ENST00000321233.10	O43670
ENST00000359979.8	Q9H7U1
ENST00000518237.6	P14902
ENST00000524803.6	Q96ER3
ENST00000673893.1	
ENST00000374273.8	Q9NPE6
ENST00000394673.6	O43670
ENST00000300013.8	
ENST00000564750.5	
ENST00000224756.12	Q9H7U1
ENST00000394009.5	Q8ND07
ENST00000565551.5	
ENST00000568153.2	
ENST00000509657.5	
ENST00000450772.5	
ENST00000268042.7	Q8NCT1
ENST00000579634.5	
ENST00000329399.7	O00151
ENST00000567817.6	
ENST00000454819.1	
ENST00000569757.1	
ENST00000358572.10	Q96EY4
ENST00000494586.5	
ENST00000530436.5	
ENST00000463558.3	
ENST00000531751.5	
ENST00000336314.9	Q6PKG0
ENST00000513272.5	
ENST00000493409.5	
ENST00000523501.5	
ENST00000430878.1	
ENST00000356316.7	P20807
ENST00000615879.4	
ENST00000580759.5	
ENST00000318023.11	
ENST00000466105.5	
ENST00000531581.5	
ENST00000342555.10	
ENST00000447411.5	Q969I6
ENST00000376701.5	P42768
ENST00000518766.5	
ENST00000480006.1	
ENST00000266579.9	Q969I6
ENST00000532452.5	
ENST00000577908.5	
ENST00000513134.5	
ENST00000508268.1	
ENST00000543283.2	Q9H7U1
ENST00000529318.5	
ENST00000394679.9	
ENST00000550670.1	
ENST00000582165.1	
ENST00000547477.5	
ENST00000546940.1	
ENST00000523220.5	
ENST00000554048.3	A6NLW8
ENST00000518297.5	
ENST00000473246.5	
ENST00000517616.5	
ENST00000530180.1	
ENST00000518892.1	
ENST00000578918.1	
ENST00000520406.5	
ENST00000521577.1	
ENST00000523762.5	
ENST00000581531.5	
ENST00000523934.5	
ENST00000519931.5	
ENST00000520241.5	
ENST00000518857.5	
ENST00000524248.5	
ENST00000521178.5	
ENST00000672987.1	
ENST00000523163.5	
ENST00000524294.5	
ENST00000329235.6	P56377
ENST00000518194.1	
ENST00000522172.5	
ENST00000518478.1	
ENST00000673445.1	
ENST00000518742.1	
ENST00000395862.7	P21283
ENST00000452376.5	
ENST00000518677.1	
ENST00000671830.1	
ENST00000521514.5	
ENST00000522272.1	
ENST00000672063.1	
ENST00000253513.11	
ENST00000518738.2	P21283
ENST00000367941.7	O15400
ENST00000545766.7	
ENST00000281453.10	Q71F23
ENST00000367937.4	O15400
ENST00000536246.5	
ENST00000380291.5	
ENST00000612133.4	
ENST00000450644.2	
ENST00000313285.12	Q15642
ENST00000622681.4	
ENST00000479184.2	
ENST00000510146.5	
ENST00000673591.1	
ENST00000600677.5	
ENST00000270452.6	
ENST00000335195.10	Q9NP87
ENST00000356998.8	O00587
ENST00000578006.5	
ENST00000625880.2	
ENST00000313244.14	Q15642
ENST00000454291.1	
ENST00000398970.5	P46108
ENST00000396134.6	P07911
ENST00000514781.1	
ENST00000409762.5	O75923
ENST00000438891.5	
ENST00000300574.3	P46108
ENST00000242248.10	Q9NP87
ENST00000427936.4	P13747
ENST00000436341.5	
ENST00000574295.1	
ENST00000603053.2	Q9UQF0
ENST00000483208.5	
ENST00000435068.5	
ENST00000430411.1	
ENST00000493463.2	Q9UQF0
ENST00000396138.8	
ENST00000442496.1	
ENST00000301085.8	
ENST00000436584.6	
ENST00000593353.5	
ENST00000424765.2	
ENST00000416983.7	O00587
ENST00000409582.7	O75923
ENST00000395831.7	Q9NP87
ENST00000570689.5	P07911
ENST00000215565.3	P17568
ENST00000421980.5	
ENST00000234701.7	A8K7I4
ENST00000596758.5	
ENST00000431505.6	
ENST00000573567.5	
ENST00000458246.5	
ENST00000341776.7	Q92833
ENST00000394711.2	A8K7I4
ENST00000571174.5	
ENST00000433050.5	Q76KX8
ENST00000430942.5	
ENST00000577168.1	
ENST00000421133.6	P20138
ENST00000332323.10	Q76KX8
ENST00000633930.1	Q5HYW2
ENST00000380433.5	Q969E3
ENST00000434229.5	
ENST00000513040.5	Q96HH9
ENST00000574195.5	
ENST00000619839.4	
ENST00000596673.1	
ENST00000397311.4	Q92833
ENST00000432303.6	
ENST00000576688.2	
ENST00000506445.5	
ENST00000631375.1	
ENST00000401611.6	
ENST00000617900.1	
ENST00000429174.6	O75923
ENST00000632230.1	
ENST00000570757.5	
ENST00000391796.7	P20138
ENST00000621128.4	P13591
ENST00000576546.1	
ENST00000413539.6	O75923
ENST00000613217.4	
ENST00000570972.2	
ENST00000262262.5	P20138
ENST00000302509.8	P07911
ENST00000418926.1	
ENST00000269051.9	P58872
ENST00000316851.11	P13591
ENST00000510661.2	Q5HYW2
ENST00000258104.7	O75923
ENST00000639939.1	
ENST00000409532.5	P23229
ENST00000620046.4	
ENST00000233121.7	Q9UPY8
ENST00000538145.5	P58872
ENST00000479991.1	Q5HYW3
ENST00000445616.5	
ENST00000531044.5	P13591
ENST00000409651.5	O75923
ENST00000536287.2	P58872
ENST00000414235.5	
ENST00000529356.5	P13591
ENST00000609883.1	Q5HYW3
ENST00000452049.1	
ENST00000394120.6	O75923
ENST00000617811.5	P35680
ENST00000405074.7	Q9UPY8
ENST00000409744.5	O75923
ENST00000421239.7	Q96N58
ENST00000601120.1	
ENST00000409366.5	O75923
ENST00000621123.4	P35680
ENST00000394026.8	Q9Y2Z9
ENST00000640769.2	Q86VV8
ENST00000373307.5	
ENST00000621850.4	P13591
ENST00000410020.8	O75923
ENST00000339766.8	Q6UVW9
ENST00000578780.2	
ENST00000410041.1	O75923
ENST00000614313.4	
ENST00000391736.5	Q8NHJ6
ENST00000613727.4	
ENST00000648289.1	Q9UPY8
ENST00000455827.2	Q6UVW9
ENST00000571981.5	
ENST00000395780.5	
ENST00000494796.5	
ENST00000549793.5	
ENST00000458529.5	
ENST00000264107.11	P23229
ENST00000373306.5	P21452
ENST00000306448.4	Q96A05
ENST00000466369.5	
ENST00000402218.1	Q9UPY8
ENST00000617272.4	
ENST00000522587.6	Q96A05
ENST00000495723.1	
ENST00000530543.5	
ENST00000434415.6	Q6ZMS7
ENST00000554341.6	
ENST00000619173.4	
ENST00000433864.2	Q9BZY9
ENST00000526322.5	
ENST00000430952.6	
ENST00000376288.3	
ENST00000409080.6	P23229
ENST00000531817.5	
ENST00000391734.7	
ENST00000391733.7	
ENST00000442250.5	P23229
ENST00000533073.5	
ENST00000620125.1	
ENST00000528590.5	
ENST00000458358.5	P23229
ENST00000434286.1	
ENST00000259845.5	Q9UIG4
ENST00000378052.5	Q6ZMS7
ENST00000476295.5	Q6ZMS7
